loan_id,no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
5076,4, Not Graduate, No,7200000,16600000,6,580,6200000,4600000,15000000,6600000, Approved
5077,0, Not Graduate, No,8500000,20400000,10,717,25900000,10700000,31800000,9600000, Approved
5078,0, Graduate, Yes,5400000,14300000,6,350,8300000,7300000,11700000,2900000, Rejected
5079,5, Graduate, No,2800000,7400000,10,720,700000,2400000,6800000,3600000, Approved
5080,5, Not Graduate, No,7000000,13600000,4,873,12100000,8200000,15500000,4900000, Rejected
5081,5, Not Graduate, No,1300000,4900000,12,794,1700000,700000,4600000,700000, Approved
5082,4, Not Graduate, No,2400000,5700000,8,483,5900000,4200000,7300000,2300000, Rejected
5083,4, Not Graduate, Yes,5000000,14400000,14,439,10300000,100000,10100000,6700000, Rejected
5084,1, Graduate, Yes,7000000,22800000,18,414,1000000,7800000,16600000,6500000, Approved
5085,5, Graduate, No,900000,1500000,18,769,1900000,100000,2400000,700000, Approved
5086,0, Graduate, No,8500000,34400000,14,744,7100000,12900000,23200000,6900000, Approved
5087,3, Graduate, No,9300000,35900000,18,664,3100000,12100000,29800000,12900000, Approved
5088,0, Graduate, Yes,3500000,9000000,6,528,3300000,3500000,11200000,5000000, Rejected
5089,4, Not Graduate, No,9600000,24900000,14,776,21400000,6600000,25900000,5400000, Approved
5090,0, Graduate, No,6900000,20100000,6,634,14600000,13700000,20200000,7500000, Approved
5091,5, Graduate, Yes,8300000,23300000,20,510,5700000,9100000,23900000,5300000, Rejected
5092,2, Not Graduate, No,2800000,6000000,4,474,1600000,300000,8500000,2600000, Rejected
5093,3, Graduate, Yes,4200000,12700000,10,667,2000000,5400000,13000000,5900000, Approved
5094,0, Graduate, Yes,6200000,13600000,8,476,5000000,12000000,24900000,3500000, Rejected
5095,4, Graduate, No,7500000,16600000,4,300,11000000,15400000,15800000,5800000, Rejected
5096,4, Not Graduate, Yes,600000,2300000,8,333,1800000,1200000,1700000,400000, Rejected
5097,5, Graduate, No,1100000,2300000,16,603,1200000,1600000,2000000,700000, Approved
5098,2, Graduate, No,3500000,10300000,2,707,3800000,4500000,9800000,4200000, Approved
5099,4, Not Graduate, Yes,2200000,7700000,16,591,5900000,4300000,6400000,2200000, Approved
5100,4, Graduate, No,800000,2600000,20,333,300000,1200000,2200000,1200000, Rejected
5101,3, Not Graduate, Yes,4100000,9000000,4,671,11300000,6100000,15000000,3500000, Approved
5102,5, Not Graduate, Yes,8400000,27200000,6,739,4400000,13500000,18000000,7800000, Approved
5103,1, Graduate, No,5900000,15900000,2,529,16100000,2200000,14100000,3900000, Rejected
5104,2, Graduate, No,4700000,16500000,12,693,8600000,7200000,10200000,5600000, Approved
5105,1, Graduate, Yes,5100000,18800000,14,689,5500000,9000000,17400000,6400000, Approved
5106,0, Not Graduate, Yes,6300000,15700000,6,523,5300000,6100000,22100000,3700000, Rejected
5107,2, Not Graduate, Yes,800000,1700000,10,557,1500000,1200000,1900000,900000, Rejected
5108,4, Not Graduate, No,4200000,14800000,18,803,7100000,800000,12900000,2200000, Approved
5109,1, Not Graduate, Yes,7200000,25800000,12,531,18200000,10800000,19500000,7000000, Rejected
5110,5, Graduate, No,4600000,9900000,10,726,2900000,9000000,17200000,4000000, Approved
5111,2, Graduate, Yes,4200000,16200000,2,344,7200000,600000,12000000,2900000, Approved
5112,2, Not Graduate, Yes,8000000,24000000,6,579,5300000,14400000,28400000,6000000, Approved
5113,1, Graduate, Yes,8100000,32700000,10,740,0,12000000,28600000,4500000, Approved
5114,3, Not Graduate, No,3900000,8400000,2,828,13100000,200000,16200000,3700000, Approved
5115,5, Graduate, Yes,2500000,9300000,2,763,1600000,1900000,9000000,2100000, Approved
5116,1, Not Graduate, Yes,7600000,23600000,4,685,19600000,11000000,25800000,5500000, Approved
5117,3, Graduate, No,3600000,15100000,4,763,4900000,4000000,15200000,4800000, Approved
5118,1, Not Graduate, Yes,4300000,16500000,14,801,200000,600000,10300000,3800000, Rejected
5119,4, Not Graduate, No,8000000,17400000,6,517,9000000,3300000,15900000,9000000, Rejected
5120,3, Not Graduate, No,300000,800000,2,455,600000,0,1100000,100000, Rejected
5121,1, Graduate, No,900000,3800000,20,499,1600000,1100000,3000000,600000, Rejected
5122,1, Not Graduate, Yes,3500000,12900000,20,533,9300000,4100000,14600000,3000000, Rejected
5123,0, Not Graduate, Yes,3100000,7100000,10,497,3800000,1000000,12200000,4400000, Rejected
5124,4, Not Graduate, No,4500000,15800000,6,532,1800000,5800000,12300000,4000000, Rejected
5125,2, Not Graduate, Yes,1900000,4700000,14,602,3300000,2500000,4300000,2700000, Approved
5126,0, Not Graduate, No,7200000,25900000,6,874,11900000,10400000,24300000,7900000, Approved
5127,4, Graduate, Yes,5100000,19500000,4,656,14100000,6900000,19400000,4100000, Rejected
5128,0, Not Graduate, No,2200000,8700000,4,435,1600000,2300000,8500000,1800000, Approved
5129,3, Not Graduate, Yes,5000000,13300000,2,599,10200000,700000,20700000,8400000, Approved
5130,3, Graduate, No,3300000,8300000,18,814,400000,100000,9700000,4900000, Approved
5131,3, Not Graduate, No,5700000,12100000,4,381,7500000,11600000,19700000,5600000, Rejected
5132,2, Not Graduate, No,5400000,20900000,10,344,8500000,9300000,16600000,6200000, Rejected
5133,3, Graduate, No,4400000,10900000,2,628,9100000,2300000,15800000,5000000, Approved
5134,4, Graduate, Yes,600000,2500000,14,734,200000,100000,2000000,500000, Approved
5135,1, Not Graduate, Yes,4100000,9200000,8,507,900000,4100000,10900000,5500000, Rejected
5136,0, Not Graduate, No,9600000,29800000,8,342,26100000,10100000,18700000,6200000, Rejected
5137,3, Not Graduate, Yes,8600000,22700000,10,521,6900000,4000000,32200000,10800000, Rejected
5138,5, Graduate, No,9400000,18000000,20,485,800000,200000,24300000,10600000, Rejected
5139,5, Graduate, No,8700000,26500000,8,821,15800000,12600000,20300000,8100000, Approved
5140,4, Graduate, No,3800000,8800000,18,687,7400000,1800000,14600000,3200000, Rejected
5141,3, Graduate, Yes,6000000,18300000,14,541,10200000,4500000,16800000,7600000, Approved
5142,3, Graduate, Yes,3800000,8400000,6,300,11800000,1100000,13800000,4100000, Rejected
5143,5, Graduate, No,6900000,19400000,6,864,11700000,200000,22600000,8500000, Approved
5144,3, Graduate, Yes,4700000,10400000,12,862,14000000,5000000,10100000,3300000, Approved
5145,2, Graduate, No,4500000,13200000,2,577,12900000,5500000,9400000,5300000, Approved
5146,5, Not Graduate, Yes,7900000,22900000,10,813,2900000,7600000,18300000,7300000, Approved
5147,0, Graduate, No,200000,700000,16,789,200000,200000,1000000,400000, Approved
5148,1, Not Graduate, No,2000000,5200000,20,487,1600000,3900000,8800000,1600000, Rejected
5149,2, Not Graduate, Yes,3300000,10000000,6,714,7900000,3400000,9000000,2500000, Approved
5150,1, Not Graduate, No,8800000,22400000,18,790,8500000,12600000,20500000,10500000, Approved
5151,5, Not Graduate, Yes,900000,3200000,20,816,900000,800000,2100000,1300000, Rejected
5152,3, Not Graduate, No,2000000,4700000,14,650,600000,3400000,5700000,1500000, Approved
5153,4, Not Graduate, No,7700000,18200000,18,786,8900000,5200000,16000000,9700000, Approved
5154,0, Not Graduate, No,4800000,18300000,16,542,7300000,8700000,16400000,5400000, Approved
5155,0, Graduate, No,8100000,32400000,12,734,600000,15700000,29700000,9000000, Approved
5156,1, Graduate, Yes,9000000,22400000,12,422,3200000,13400000,32300000,13100000, Rejected
5157,5, Not Graduate, Yes,9400000,21300000,6,452,16500000,10700000,20400000,12700000, Rejected
5158,3, Graduate, No,4900000,11400000,6,341,0,5600000,11700000,7200000, Rejected
5159,0, Graduate, No,6200000,14900000,18,509,1300000,6500000,14300000,9400000, Rejected
5160,0, Not Graduate, No,3400000,11200000,16,817,3300000,2200000,10300000,2900000, Rejected
5161,3, Not Graduate, Yes,2100000,4300000,2,856,1300000,2800000,4500000,2300000, Approved
5162,1, Graduate, Yes,8600000,31000000,16,818,18000000,2900000,28800000,7900000, Approved
5163,1, Graduate, Yes,8200000,21500000,16,602,600000,12300000,25800000,11100000, Approved
5164,4, Graduate, Yes,6800000,17300000,14,371,6600000,12900000,25100000,4700000, Approved
5165,0, Not Graduate, No,200000,500000,20,627,500000,300000,400000,300000, Approved
5166,3, Graduate, Yes,8600000,26600000,18,672,3400000,10100000,18600000,9500000, Approved
5167,1, Graduate, Yes,6600000,19900000,2,315,15300000,1900000,18600000,3000000, Approved
5168,1, Graduate, Yes,7000000,23000000,6,558,500000,10900000,15000000,5700000, Approved
5169,5, Graduate, Yes,9300000,21700000,4,443,4700000,11000000,27800000,9600000, Rejected
5170,0, Not Graduate, Yes,6100000,22900000,16,611,2200000,7900000,15200000,6100000, Approved
5171,3, Graduate, Yes,6600000,24100000,12,565,19000000,2500000,19200000,6600000, Approved
5172,0, Graduate, Yes,7800000,16900000,16,362,15400000,13300000,30200000,10700000, Rejected
5173,4, Graduate, No,5500000,22000000,18,337,4600000,5200000,18300000,6500000, Rejected
5174,0, Graduate, Yes,1900000,5600000,16,300,5300000,1400000,4100000,1400000, Rejected
5175,4, Graduate, No,8300000,26700000,8,524,18800000,10500000,25900000,8900000, Rejected
5176,3, Graduate, Yes,500000,900000,8,651,600000,0,1000000,300000, Approved
5177,1, Not Graduate, No,4200000,13400000,8,779,7900000,900000,14800000,5900000, Rejected
5178,1, Not Graduate, No,4800000,18600000,4,599,6100000,5900000,17100000,3200000, Approved
5179,2, Not Graduate, No,6300000,16300000,2,791,6700000,6000000,17100000,5500000, Approved
5180,1, Not Graduate, Yes,4300000,16200000,18,381,900000,5600000,14100000,5100000, Rejected
5181,3, Not Graduate, Yes,5200000,17500000,8,353,9700000,7200000,13200000,7700000, Rejected
5182,2, Not Graduate, No,3800000,12900000,10,681,1000000,700000,10800000,2400000, Approved
5183,3, Not Graduate, No,2900000,6500000,18,834,8900000,600000,10200000,3200000, Approved
5184,1, Not Graduate, No,7300000,24200000,6,570,9800000,1300000,21000000,6100000, Approved
5185,0, Not Graduate, Yes,1600000,5100000,4,748,300000,1900000,5500000,1300000, Approved
5186,3, Graduate, No,8300000,18000000,10,730,3900000,3400000,21400000,8700000, Approved
5187,1, Graduate, No,8000000,17600000,6,463,2500000,1200000,25900000,5100000, Rejected
5188,3, Not Graduate, No,5100000,11100000,12,864,9300000,5200000,15300000,8200000, Approved
5189,2, Not Graduate, No,7100000,16100000,16,791,18700000,9000000,28500000,3800000, Approved
5190,4, Graduate, No,9900000,35600000,6,778,12900000,12500000,41200000,14200000, Approved
5191,4, Graduate, Yes,8600000,26900000,12,805,500000,17100000,22800000,9500000, Approved
5192,3, Not Graduate, No,5500000,12500000,6,362,8500000,11200000,22000000,5400000, Rejected
5193,4, Graduate, Yes,6400000,16000000,18,376,6800000,12300000,25200000,4000000, Rejected
5194,4, Graduate, No,5100000,20600000,20,754,5000000,1500000,14100000,6000000, Approved
5195,3, Not Graduate, No,800000,1500000,18,705,600000,1000000,2400000,700000, Approved
5196,1, Not Graduate, No,3500000,12400000,4,342,5500000,6400000,13500000,2000000, Approved
5197,1, Graduate, Yes,4500000,13700000,18,500,10600000,9400000,16400000,5700000, Rejected
5198,0, Not Graduate, Yes,7000000,15200000,14,691,18600000,2500000,13500000,8500000, Approved
5199,3, Graduate, No,3200000,9900000,20,705,3300000,4800000,8800000,4200000, Approved
5200,5, Not Graduate, No,6000000,23500000,18,597,9200000,7600000,19800000,7800000, Approved
5201,3, Graduate, Yes,7300000,18400000,16,300,5600000,3200000,16900000,5500000, Rejected
5202,1, Not Graduate, No,8000000,25400000,16,687,22700000,12900000,32900000,12100000, Rejected
5203,1, Graduate, No,7000000,17900000,2,739,9200000,10600000,21700000,8300000, Approved
5204,0, Not Graduate, Yes,3900000,10700000,6,568,6500000,400000,10700000,5400000, Approved
5205,2, Not Graduate, Yes,6400000,15200000,2,501,13500000,4900000,18900000,6500000, Rejected
5206,5, Graduate, No,400000,800000,18,300,1000000,600000,1400000,400000, Rejected
5207,2, Not Graduate, No,4500000,12200000,20,442,8900000,2800000,15300000,3400000, Rejected
5208,0, Graduate, Yes,400000,1300000,4,797,700000,0,1800000,400000, Approved
5209,2, Graduate, No,1900000,5300000,6,799,4600000,800000,6800000,1300000, Approved
5210,3, Not Graduate, Yes,7200000,16200000,20,317,19900000,7000000,17300000,5600000, Rejected
5211,2, Graduate, Yes,3300000,6700000,8,843,1300000,4700000,12800000,3000000, Approved
5212,4, Not Graduate, Yes,2900000,11500000,10,779,6900000,4300000,7200000,1300000, Approved
5213,2, Graduate, No,7000000,23100000,14,563,9800000,6400000,23000000,3500000, Approved
5214,2, Graduate, Yes,7100000,20000000,2,300,18600000,10800000,27700000,9200000, Approved
5215,4, Not Graduate, Yes,6200000,18600000,4,899,17500000,3600000,14300000,6200000, Approved
5216,5, Not Graduate, No,8900000,28300000,4,512,5400000,12300000,26000000,10400000, Rejected
5217,1, Graduate, Yes,2400000,5200000,2,353,6300000,3300000,8600000,1200000, Rejected
5218,2, Not Graduate, Yes,8000000,17600000,2,341,1000000,700000,27600000,6800000, Rejected
5219,0, Graduate, Yes,1600000,4100000,12,803,4200000,2000000,3200000,1100000, Approved
5220,2, Graduate, Yes,1400000,5100000,8,606,2100000,1800000,3400000,1700000, Approved
5221,3, Graduate, Yes,2300000,8000000,8,300,4200000,4200000,7300000,1200000, Rejected
5222,5, Graduate, Yes,3900000,8800000,6,580,5900000,800000,9000000,2500000, Approved
5223,4, Not Graduate, Yes,7900000,23600000,4,383,3700000,3900000,22100000,10600000, Rejected
5224,3, Not Graduate, No,8700000,23900000,8,508,16500000,12700000,27900000,6500000, Rejected
5225,1, Not Graduate, Yes,100000,1200000,10,417,400000,400000,800000,100000, Approved
5226,3, Graduate, No,6600000,25100000,10,858,13900000,10600000,14600000,7900000, Approved
5227,5, Not Graduate, No,6200000,15500000,6,602,10900000,9600000,22900000,6700000, Approved
5228,4, Graduate, No,5600000,12400000,4,803,5600000,3200000,12600000,5900000, Approved
5229,4, Not Graduate, Yes,7600000,32100000,10,651,17600000,15200000,24400000,4800000, Approved
5230,3, Graduate, No,8900000,27700000,12,337,6000000,11200000,27900000,9200000, Rejected
5231,3, Graduate, No,100000,600000,16,808,300000,200000,500000,0, Approved
5232,2, Graduate, No,5100000,18000000,6,867,12900000,8100000,13100000,6200000, Approved
5233,0, Graduate, No,9600000,28700000,6,453,21400000,18100000,37000000,7900000, Rejected
5234,3, Not Graduate, No,1500000,4200000,8,466,3000000,1400000,3000000,1900000, Rejected
5235,3, Not Graduate, No,7200000,23900000,16,706,20200000,3000000,20000000,9200000, Approved
5236,5, Graduate, No,6500000,22900000,20,611,300000,4100000,25100000,8200000, Approved
5237,2, Not Graduate, No,6000000,19800000,2,648,3200000,3200000,24000000,2800000, Approved
5238,0, Graduate, No,2500000,8800000,2,654,4100000,2100000,9500000,3000000, Approved
5239,3, Not Graduate, Yes,9400000,34800000,8,900,22400000,18900000,20100000,11400000, Approved
5240,0, Not Graduate, No,2900000,7300000,10,300,5200000,500000,7400000,1600000, Rejected
5241,2, Graduate, Yes,4900000,13200000,18,765,8400000,3300000,17400000,6900000, Approved
5242,4, Graduate, No,800000,2300000,16,715,1600000,500000,1900000,600000, Approved
5243,1, Not Graduate, Yes,400000,900000,8,834,700000,500000,1500000,200000, Approved
5244,4, Not Graduate, Yes,4800000,9600000,18,584,5700000,5700000,13500000,3000000, Approved
5245,5, Graduate, Yes,200000,200000,20,851,300000,400000,600000,300000, Approved
5246,5, Not Graduate, Yes,1800000,4300000,12,526,800000,2000000,5100000,1000000, Rejected
5247,3, Not Graduate, Yes,1500000,3400000,20,789,2200000,800000,5300000,1600000, Approved
5248,4, Not Graduate, Yes,8600000,26000000,20,300,23700000,13500000,33500000,9800000, Rejected
5249,1, Graduate, Yes,6200000,16800000,2,408,10500000,7900000,24000000,7200000, Rejected
5250,2, Not Graduate, Yes,8200000,17500000,4,658,10600000,11500000,22300000,10500000, Approved
5251,5, Not Graduate, Yes,6300000,13000000,10,634,12600000,5600000,19300000,7500000, Approved
5252,2, Graduate, Yes,4000000,10600000,10,762,2100000,4000000,8600000,3000000, Approved
5253,1, Not Graduate, No,3600000,9300000,8,876,4500000,3500000,10100000,4900000, Approved
5254,3, Not Graduate, No,7000000,20900000,4,701,11500000,4000000,24500000,5300000, Approved
5255,1, Not Graduate, No,7900000,22300000,14,825,6700000,11700000,15400000,6300000, Approved
5256,5, Graduate, No,9100000,34600000,16,465,19300000,11000000,23700000,5200000, Rejected
5257,5, Graduate, No,9000000,26100000,14,667,29500000,15000000,29300000,10800000, Approved
5258,1, Graduate, Yes,7700000,20100000,10,662,1800000,8500000,18800000,7700000, Approved
5259,5, Not Graduate, Yes,3100000,8900000,12,429,5400000,5200000,8800000,4300000, Rejected
5260,1, Graduate, No,5700000,12600000,14,391,5500000,7500000,17300000,5900000, Rejected
5261,4, Not Graduate, No,7600000,30500000,2,540,7500000,3400000,20900000,7600000, Approved
5262,2, Not Graduate, No,6200000,16600000,2,786,7000000,5300000,17800000,5000000, Approved
5263,3, Graduate, No,3300000,9100000,12,504,9000000,5300000,11400000,1900000, Rejected
5264,4, Not Graduate, No,7000000,19500000,16,384,6700000,14600000,19200000,4700000, Rejected
5265,2, Graduate, No,2600000,7700000,2,817,3000000,4400000,5700000,1400000, Approved
5266,5, Graduate, Yes,3600000,9200000,4,479,4100000,3800000,11500000,3900000, Rejected
5267,5, Graduate, Yes,7200000,21400000,2,798,10400000,1900000,19800000,7000000, Approved
5268,3, Graduate, No,6800000,22700000,12,731,8400000,2300000,18300000,8700000, Approved
5269,0, Graduate, No,7900000,25400000,16,879,20400000,11200000,16600000,11000000, Approved
5270,2, Not Graduate, No,1600000,5300000,16,549,200000,3000000,5500000,1600000, Rejected
5271,4, Not Graduate, No,5900000,17800000,6,607,14700000,3400000,24100000,3200000, Approved
5272,0, Graduate, No,1100000,3000000,20,739,1700000,1400000,3600000,1600000, Approved
5273,1, Graduate, No,3900000,8700000,4,654,3400000,6000000,10000000,5500000, Approved
5274,0, Graduate, No,9200000,21700000,20,600,6000000,5800000,33900000,5900000, Approved
5275,4, Not Graduate, No,2800000,9100000,16,356,4900000,2600000,6700000,3800000, Rejected
5276,5, Graduate, No,3000000,6700000,16,806,3700000,3700000,9000000,4200000, Approved
5277,4, Not Graduate, No,3400000,8400000,4,897,7300000,5100000,12100000,1800000, Approved
5278,2, Graduate, Yes,5000000,19400000,20,590,7400000,9400000,18600000,3500000, Approved
5279,3, Not Graduate, No,300000,800000,2,459,500000,200000,1000000,200000, Rejected
5280,4, Not Graduate, Yes,9300000,34400000,14,347,5800000,8500000,27800000,4300000, Rejected
5281,5, Graduate, Yes,5400000,21700000,12,407,4000000,9900000,12500000,7200000, Rejected
5282,4, Not Graduate, No,9700000,21900000,8,834,23600000,1100000,32000000,4300000, Approved
5283,1, Not Graduate, No,3700000,9800000,8,350,100000,5300000,14500000,1900000, Rejected
5284,2, Graduate, Yes,6500000,24800000,6,715,10900000,1900000,18800000,9900000, Approved
5285,2, Not Graduate, No,3800000,14700000,14,581,10700000,4800000,11000000,3800000, Rejected
5286,5, Not Graduate, Yes,7200000,23600000,14,433,10100000,5800000,19500000,5000000, Rejected
5287,1, Not Graduate, Yes,7800000,29400000,16,435,900000,10300000,32700000,7200000, Rejected
5288,2, Not Graduate, Yes,3900000,8200000,14,340,11100000,500000,12400000,3600000, Rejected
5289,1, Graduate, No,4300000,11300000,18,341,2300000,3400000,11900000,5600000, Rejected
5290,4, Graduate, Yes,5100000,19000000,4,640,13500000,7600000,17900000,3900000, Approved
5291,3, Graduate, No,100000,800000,16,723,300000,300000,200000,300000, Approved
5292,1, Not Graduate, Yes,8000000,18700000,2,567,18900000,12400000,25100000,7700000, Approved
5293,1, Not Graduate, Yes,8200000,29300000,16,399,1100000,10500000,31400000,7900000, Rejected
5294,3, Not Graduate, Yes,5000000,18000000,2,575,14400000,9600000,16800000,4700000, Approved
5295,0, Graduate, No,3600000,8100000,14,373,9300000,6800000,11400000,2700000, Rejected
5296,4, Graduate, Yes,2000000,7900000,8,506,4500000,400000,4700000,1500000, Rejected
5297,3, Graduate, No,4800000,13100000,2,680,0,4700000,14900000,7400000, Approved
5298,3, Not Graduate, Yes,9300000,20400000,4,849,25600000,3400000,36900000,13700000, Approved
5299,1, Graduate, No,6000000,19300000,6,361,5600000,6200000,12100000,6500000, Rejected
5300,4, Graduate, Yes,2600000,7000000,16,880,6400000,200000,8500000,3600000, Approved
5301,4, Graduate, Yes,8800000,34700000,20,387,13200000,3200000,33700000,14400000, Rejected
5302,3, Not Graduate, Yes,5800000,23800000,12,666,200000,11100000,24100000,5200000, Approved
5303,1, Not Graduate, No,8100000,20800000,2,525,4000000,2100000,31200000,9600000, Rejected
5304,1, Graduate, No,6500000,19000000,10,569,9400000,3900000,17500000,7300000, Approved
5305,1, Not Graduate, Yes,8000000,30500000,12,456,14500000,10500000,17600000,7400000, Rejected
5306,2, Graduate, Yes,2100000,8000000,8,750,300000,3200000,7500000,1000000, Rejected
5307,0, Graduate, Yes,3200000,10300000,18,627,1200000,4800000,6900000,1600000, Approved
5308,4, Graduate, No,4700000,12600000,6,416,9600000,400000,14200000,6500000, Rejected
5309,0, Graduate, No,8900000,33000000,18,570,1500000,8600000,32800000,5800000, Approved
5310,3, Graduate, Yes,4800000,14100000,12,562,10900000,700000,9600000,2500000, Rejected
5311,0, Not Graduate, No,2400000,4800000,14,589,5500000,4300000,5700000,3000000, Approved
5312,1, Graduate, Yes,600000,2100000,10,319,400000,1300000,2600000,700000, Rejected
5313,2, Not Graduate, No,2000000,4600000,12,611,3000000,1300000,4600000,1100000, Approved
5314,3, Not Graduate, No,2300000,9300000,2,652,2900000,4600000,5100000,1400000, Approved
5315,0, Not Graduate, Yes,1100000,3000000,4,822,3000000,600000,2400000,1500000, Approved
5316,1, Not Graduate, No,8700000,25200000,14,822,1700000,11800000,31700000,8700000, Approved
5317,4, Not Graduate, No,5100000,10400000,6,372,7200000,8100000,14300000,5500000, Rejected
5318,1, Not Graduate, No,7300000,22700000,10,889,14300000,3300000,25200000,3600000, Approved
5319,4, Graduate, Yes,5000000,14200000,8,562,12300000,6400000,19200000,4800000, Approved
5320,0, Graduate, No,7900000,23400000,2,379,13800000,6300000,31800000,11100000, Rejected
5321,2, Graduate, Yes,3700000,9200000,18,730,4300000,2000000,10700000,3500000, Approved
5322,1, Graduate, Yes,8400000,17900000,2,402,21000000,6400000,28200000,4700000, Rejected
5323,5, Not Graduate, No,6900000,23500000,18,665,1500000,7100000,20400000,5300000, Approved
5324,1, Graduate, No,6300000,15200000,2,690,6500000,7100000,14900000,7300000, Approved
5325,0, Graduate, No,9100000,19300000,14,750,28600000,11400000,28600000,10400000, Approved
5326,2, Graduate, No,3800000,12100000,6,713,900000,3800000,12800000,2900000, Approved
5327,0, Graduate, No,1400000,2600000,2,647,2600000,1100000,5900000,1000000, Approved
5328,1, Graduate, Yes,3300000,6800000,2,867,4300000,3300000,13000000,4200000, Approved
5329,4, Graduate, Yes,6400000,19700000,16,876,12100000,3600000,12900000,4100000, Approved
5330,5, Graduate, Yes,2600000,10200000,2,753,2700000,800000,10500000,1400000, Approved
5331,3, Graduate, Yes,5500000,21500000,8,361,16000000,1100000,12000000,6200000, Rejected
5332,1, Graduate, Yes,9600000,23100000,12,414,3100000,12100000,29800000,13000000, Rejected
5333,3, Graduate, No,8700000,18800000,6,723,6100000,2100000,18300000,9400000, Approved
5334,4, Not Graduate, No,2400000,5500000,6,336,0,4100000,4800000,3200000, Rejected
5335,1, Not Graduate, Yes,9000000,36400000,20,815,27200000,17400000,22300000,12100000, Approved
5336,3, Not Graduate, Yes,9300000,31100000,20,843,23100000,18900000,19300000,8400000, Approved
5337,3, Graduate, No,9900000,20300000,16,664,8500000,5600000,32900000,4900000, Approved
5338,2, Graduate, Yes,7300000,18700000,6,534,5100000,9800000,24600000,9600000, Rejected
5339,3, Graduate, No,7700000,19300000,18,577,1600000,9100000,23600000,9500000, Approved
5340,4, Graduate, Yes,4700000,13500000,8,560,5400000,8400000,11600000,2400000, Approved
5341,0, Graduate, No,6100000,20300000,12,329,3400000,9500000,17700000,8000000, Rejected
5342,5, Not Graduate, No,2600000,8300000,8,824,4900000,1300000,6500000,3500000, Approved
5343,3, Not Graduate, Yes,1500000,4500000,8,536,1400000,1100000,2800000,2000000, Rejected
5344,5, Not Graduate, No,2700000,8900000,10,681,4700000,4600000,10700000,1700000, Approved
5345,2, Graduate, No,2800000,8100000,10,385,1600000,4000000,6300000,2000000, Rejected
5346,4, Not Graduate, Yes,4200000,17300000,14,896,800000,1400000,14700000,6100000, Approved
5347,5, Not Graduate, No,8000000,24900000,4,428,3700000,9100000,22500000,7000000, Approved
5348,3, Not Graduate, No,400000,1700000,4,808,400000,500000,1400000,400000, Approved
5349,1, Graduate, Yes,9700000,34000000,2,796,9800000,1000000,32900000,8800000, Approved
5350,4, Not Graduate, No,6300000,14200000,2,326,6800000,7700000,16300000,6900000, Rejected
5351,1, Not Graduate, Yes,1800000,4800000,2,878,5000000,2300000,4100000,2100000, Approved
5352,2, Not Graduate, No,2000000,5000000,4,530,700000,600000,6900000,3000000, Rejected
5353,1, Graduate, Yes,1700000,6100000,12,730,4300000,400000,3800000,2700000, Approved
5354,3, Not Graduate, Yes,6500000,16200000,4,565,5300000,600000,19600000,7400000, Approved
5355,1, Not Graduate, Yes,1300000,5100000,20,414,900000,800000,3800000,1800000, Rejected
5356,3, Graduate, Yes,5500000,17300000,18,606,9300000,8500000,15000000,3600000, Approved
5357,2, Not Graduate, Yes,6700000,22100000,12,550,4000000,1300000,18300000,10200000, Rejected
5358,2, Graduate, No,5900000,13300000,4,856,8400000,5200000,19400000,4300000, Approved
5359,2, Graduate, Yes,6100000,23900000,4,497,2700000,7100000,22500000,3200000, Approved
5360,5, Graduate, Yes,1700000,5000000,12,454,3000000,2100000,4800000,1900000, Rejected
5361,4, Graduate, Yes,5500000,18300000,16,516,9500000,8300000,14900000,4400000, Rejected
5362,0, Not Graduate, Yes,400000,1000000,2,870,0,300000,1400000,400000, Approved
5363,0, Not Graduate, Yes,2300000,8300000,20,799,100000,4000000,8300000,2100000, Approved
5364,3, Not Graduate, No,3000000,8700000,14,846,1300000,4500000,9000000,2000000, Approved
5365,3, Graduate, No,5200000,13000000,14,861,5000000,7800000,20200000,6300000, Rejected
5366,1, Not Graduate, Yes,7500000,23200000,14,467,13500000,9500000,16600000,4300000, Rejected
5367,1, Graduate, Yes,5700000,19600000,10,318,12900000,5100000,20000000,3400000, Rejected
5368,1, Not Graduate, Yes,4100000,8700000,6,516,8100000,5400000,14800000,4000000, Rejected
5369,5, Not Graduate, No,8700000,22400000,16,605,25200000,15700000,24200000,4600000, Approved
5370,2, Graduate, Yes,9700000,34400000,20,629,13400000,13600000,37600000,6300000, Approved
5371,0, Graduate, No,8900000,29100000,12,750,1800000,600000,26800000,11100000, Approved
5372,5, Graduate, Yes,5300000,22400000,20,757,7100000,2000000,10800000,7900000, Approved
5373,3, Graduate, No,6300000,14300000,18,743,17900000,8700000,22600000,7900000, Approved
5374,3, Not Graduate, Yes,5000000,17800000,20,778,13000000,8500000,14600000,4900000, Approved
5375,2, Not Graduate, Yes,7000000,25600000,2,315,14900000,1900000,26500000,10900000, Approved
5376,1, Graduate, No,6000000,12200000,2,357,10600000,2200000,13700000,4900000, Rejected
5377,1, Not Graduate, Yes,6600000,25200000,8,715,12700000,11800000,21200000,9600000, Approved
5378,0, Not Graduate, Yes,3400000,10600000,12,808,600000,7200000,7900000,3400000, Approved
5379,4, Graduate, Yes,1100000,2700000,2,678,1300000,1500000,2400000,800000, Approved
